"author_a","author_b","year","title"
"Catarino,L","Barros,L","2021","Nutritional and phytochemical profiles and biological activities of Moringa oleifera Lam. edible parts from Guinea-Bissau (West Africa). Food Chemistry, 341, [128229]. https://doi.org/10.1016/j.foodchem.2020.128229"
"Ferreira,ICFR","Barros,L","2021","Nutritional and phytochemical profiles and biological activities of Moringa oleifera Lam. edible parts from Guinea-Bissau (West Africa). Food Chemistry, 341, [128229]. https://doi.org/10.1016/j.foodchem.2020.128229"
"Jacinto,MJ","Oliveira,P","2021","Innovations Developed by Patients and Informal Caregivers for Needs Associated to Rheumatic Diseases. Frontiers in medicine, 8, [647388]. https://doi.org/10.3389/fmed."
"Jacinto,MJ","Canhão,H","2021","Innovations Developed by Patients and Informal Caregivers for Needs Associated to Rheumatic Diseases. Frontiers in medicine, 8, [647388]. https://doi.org/10.3389/fmed."
"Oliveira,P","Canhão,H","2021","Innovations Developed by Patients and Informal Caregivers for Needs Associated to Rheumatic Diseases. Frontiers in medicine, 8, [647388]. https://doi.org/10.3389/fmed."
"MarcoFranco,JE","Barros,PP","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"MarcoFranco,JE","GonzálezDeJulián,S","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"MarcoFranco,JE","Sabat,I","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"MarcoFranco,JE","VivasConsuelo,D","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"Barros,PP","GonzálezDeJulián,S","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"Barros,PP","Sabat,I","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"Barros,PP","VivasConsuelo,D","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"GonzálezDeJulián,S","Sabat,I","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"GonzálezDeJulián,S","VivasConsuelo,D","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"Sabat,I","VivasConsuelo,D","2021","Simplified mathematical modelling of uncertainty: cost-effectiveness of covid-19 vaccines in Spain. Mathematics, 9(5), [566]. https://doi.org/10.3390/math9050566"
"Shuangao,W","Padmanaban,R","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Shuangao,W","Mbanze,AA","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Shuangao,W","Silva,JMN","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Shuangao,W","Shamsudeen,M","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Shuangao,W","Cabral,P","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Shuangao,W","Campos,FS","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Padmanaban,R","Mbanze,AA","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Padmanaban,R","Silva,JMN","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Padmanaban,R","Shamsudeen,M","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Padmanaban,R","Cabral,P","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Padmanaban,R","Campos,FS","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Mbanze,AA","Silva,JMN","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Mbanze,AA","Shamsudeen,M","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Mbanze,AA","Cabral,P","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Mbanze,AA","Campos,FS","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Silva,JMN","Shamsudeen,M","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Silva,JMN","Cabral,P","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Silva,JMN","Campos,FS","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Shamsudeen,M","Cabral,P","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Shamsudeen,M","Campos,FS","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Cabral,P","Campos,FS","2021","Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values. Remote Sensing, 13(5), 1-21. [851]. https://doi.org/10.3390/rs13050851"
"Yara,FB","Boons,M","2021","Value return predictability across asset classes and commonalities in risk premia. Review Of Finance, 25(2), 449-484. https://doi.org/10.1093/rof/rfaa011"
"Yara,FB","Tamoni,A","2021","Value return predictability across asset classes and commonalities in risk premia. Review Of Finance, 25(2), 449-484. https://doi.org/10.1093/rof/rfaa011"
"Boons,M","Tamoni,A","2021","Value return predictability across asset classes and commonalities in risk premia. Review Of Finance, 25(2), 449-484. https://doi.org/10.1093/rof/rfaa011"
"Lourenço,N","Gouveia,CM","2021","Forecasting tourism with targeted predictors in a data-rich environment. Economic Modelling, 96, 445-454. https://doi.org/10.1016/j.econmod.2020.03.030"
"Lourenço,N","Rua,A","2021","Forecasting tourism with targeted predictors in a data-rich environment. Economic Modelling, 96, 445-454. https://doi.org/10.1016/j.econmod.2020.03.030"
"Gouveia,CM","Rua,A","2021","Forecasting tourism with targeted predictors in a data-rich environment. Economic Modelling, 96, 445-454. https://doi.org/10.1016/j.econmod.2020.03.030"
"Gardete,PM","Guo,L","2021","Prepurchase information acquisition and credible advertising. Management Science, 67(3), 1696-1717. https://doi.org/10.1287/mnsc.2020.3600"
"Moury,C","DeGiorgi,E","2021","How to combine public spending with fiscal rigour? ‘Austerity by Stealth’ in post-bailout Portugal (2015-2019). South European Society And Politics, 25(2), 151-178. https://doi.org/10.1080/13608746.2020.1863592"
"Moury,C","Barros,PP","2021","How to combine public spending with fiscal rigour? ‘Austerity by Stealth’ in post-bailout Portugal (2015-2019). South European Society And Politics, 25(2), 151-178. https://doi.org/10.1080/13608746.2020.1863592"
"DeGiorgi,E","Barros,PP","2021","How to combine public spending with fiscal rigour? ‘Austerity by Stealth’ in post-bailout Portugal (2015-2019). South European Society And Politics, 25(2), 151-178. https://doi.org/10.1080/13608746.2020.1863592"
"Gonçalves,D","Coelho,P","2021","Nudging consumers toward healthier food choices: a field study on the effect of social norms. Sustainability (Switzerland), 13(4), 1-14. [1660]. https://doi.org/10.3390/su13041660"
"Gonçalves,D","Martinez,LF","2021","Nudging consumers toward healthier food choices: a field study on the effect of social norms. Sustainability (Switzerland), 13(4), 1-14. [1660]. https://doi.org/10.3390/su13041660"
"Gonçalves,D","Monteiro,P","2021","Nudging consumers toward healthier food choices: a field study on the effect of social norms. Sustainability (Switzerland), 13(4), 1-14. [1660]. https://doi.org/10.3390/su13041660"
"Coelho,P","Martinez,LF","2021","Nudging consumers toward healthier food choices: a field study on the effect of social norms. Sustainability (Switzerland), 13(4), 1-14. [1660]. https://doi.org/10.3390/su13041660"
"Coelho,P","Monteiro,P","2021","Nudging consumers toward healthier food choices: a field study on the effect of social norms. Sustainability (Switzerland), 13(4), 1-14. [1660]. https://doi.org/10.3390/su13041660"
"Martinez,LF","Monteiro,P","2021","Nudging consumers toward healthier food choices: a field study on the effect of social norms. Sustainability (Switzerland), 13(4), 1-14. [1660]. https://doi.org/10.3390/su13041660"
"Brinca,P","Ferreira,MH","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Brinca,P","Franco,F","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Brinca,P","Holter,HA","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Brinca,P","Malafry,L","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Ferreira,MH","Franco,F","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Ferreira,MH","Holter,HA","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Ferreira,MH","Malafry,L","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Franco,F","Holter,HA","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Franco,F","Malafry,L","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"Holter,HA","Malafry,L","2021","Fiscal consolidation programs and income inequality. International Economic Review, 62(1), 405-460. https://doi.org/10.1111/iere.12482"
"An,Z","Jalles,JT","2021","On the performance of US fiscal forecasts: government vs. private information. Journal of Economic Studies, 48(2), 367-391. https://doi.org/10.1108/JES-08-2019-0388"
